"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value"
"12974","GO:0071612","IP-10 production",1,1,1,"1.00000"
"12975","GO:0071613","granzyme B production",3,3,3,"1.00000"
"12976","GO:0071616","acyl-CoA biosynthetic process",24,24,24,"1.00000"
"12977","GO:0032879","regulation of localization",2029,2029,2029,"1.00000"
"12978","GO:0071619","phosphorylation of RNA polymerase II C-terminal domain serine 2 residues",1,1,1,"1.00000"
"12979","GO:0090720","primary adaptive immune response",1,1,1,"1.00000"
"12980","GO:0071640","regulation of macrophage inflammatory protein 1 alpha production",5,5,5,"1.00000"
"12981","GO:0071643","regulation of chemokine (C-C motif) ligand 4 production",1,1,1,"1.00000"
"12982","GO:0032824","negative regulation of natural killer cell differentiation",2,2,2,"1.00000"
"12983","GO:0032826","regulation of natural killer cell differentiation involved in immune response",2,2,2,"1.00000"
"12984","GO:1900409","positive regulation of cellular response to oxidative stress",22,22,22,"1.00000"
"12985","GO:0071649","regulation of chemokine (C-C motif) ligand 5 production",7,7,7,"1.00000"
"12986","GO:0090713","immunological memory process",8,8,8,"1.00000"
"12987","GO:0071634","regulation of transforming growth factor beta production",26,26,26,"1.00000"
"12988","GO:0090715","immunological memory formation process",5,5,5,"1.00000"
"12989","GO:0090716","adaptive immune memory response",3,3,3,"1.00000"
"12990","GO:0071637","regulation of monocyte chemotactic protein-1 production",14,14,14,"1.00000"
"12991","GO:0032847","regulation of cellular pH reduction",5,5,5,"1.00000"
"12992","GO:0042723","thiamine-containing compound metabolic process",3,3,3,"1.00000"
"12993","GO:0042726","flavin-containing compound metabolic process",3,3,3,"1.00000"
"12994","GO:0042727","flavin-containing compound biosynthetic process",2,2,2,"1.00000"
"12995","GO:1900190","regulation of single-species biofilm formation",1,1,1,"1.00000"
"12996","GO:0042728","flavin-containing compound catabolic process",1,1,1,"1.00000"
"12997","GO:0090731","cellular response to very-low-density lipoprotein particle stimulus",1,1,1,"1.00000"
"12998","GO:1900191","negative regulation of single-species biofilm formation",1,1,1,"1.00000"
"12999","GO:0032832","regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response",1,1,1,"1.00000"
"13000","GO:1900193","regulation of oocyte maturation",7,7,7,"1.00000"
"13001","GO:0090735","DNA repair complex assembly",6,6,6,"1.00000"
"13002","GO:0090737","telomere maintenance via telomere trimming",8,8,8,"1.00000"
"13003","GO:0042710","biofilm formation",1,1,1,"1.00000"
"13004","GO:0071604","transforming growth factor beta production",28,28,28,"1.00000"
"13005","GO:0071605","monocyte chemotactic protein-1 production",14,14,14,"1.00000"
"13006","GO:0071606","chemokine (C-C motif) ligand 4 production",1,1,1,"1.00000"
"13007","GO:0101023","vascular endothelial cell proliferation",17,17,17,"1.00000"
"13008","GO:0042746","circadian sleep/wake cycle, wakefulness",2,2,2,"1.00000"
"13009","GO:0042747","circadian sleep/wake cycle, REM sleep",2,2,2,"1.00000"
"13010","GO:0051961","negative regulation of nervous system development",246,246,246,"1.00000"
"13011","GO:0051962","positive regulation of nervous system development",450,450,450,"1.00000"
"13012","GO:0002396","MHC protein complex assembly",4,4,4,"1.00000"
"13013","GO:0042737","drug catabolic process",9,9,9,"1.00000"
"13014","GO:0002397","MHC class I protein complex assembly",2,2,2,"1.00000"
"13015","GO:1900161","regulation of phospholipid scramblase activity",1,1,1,"1.00000"
"13016","GO:0002399","MHC class II protein complex assembly",1,1,1,"1.00000"
"13017","GO:0032802","low-density lipoprotein particle receptor catabolic process",5,5,5,"1.00000"
"13018","GO:0051952","regulation of amine transport",56,56,56,"1.00000"
"13019","GO:0051953","negative regulation of amine transport",20,20,20,"1.00000"
"13020","GO:0051954","positive regulation of amine transport",24,24,24,"1.00000"
"13021","GO:0051955","regulation of amino acid transport",29,29,29,"1.00000"
"13022","GO:1900166","regulation of glial cell-derived neurotrophic factor secretion",2,2,2,"1.00000"
"13023","GO:0051956","negative regulation of amino acid transport",11,11,11,"1.00000"
"13024","GO:0051957","positive regulation of amino acid transport",15,15,15,"1.00000"
"13025","GO:1900150","regulation of defense response to fungus",2,2,2,"1.00000"
"13026","GO:1900151","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",18,18,18,"1.00000"
"13027","GO:1900152","negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",3,3,3,"1.00000"
"13028","GO:1900154","regulation of bone trabecula formation",1,1,1,"1.00000"
"13029","GO:1900157","regulation of bone mineralization involved in bone maturation",3,3,3,"1.00000"
"13030","GO:0051970","negative regulation of transmission of nerve impulse",1,1,1,"1.00000"
"13031","GO:0042706","eye photoreceptor cell fate commitment",1,1,1,"1.00000"
"13032","GO:1900175","regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry",2,2,2,"1.00000"
"13033","GO:0007056","spindle assembly involved in female meiosis",2,2,2,"1.00000"
"13034","GO:0032599","protein transport out of membrane raft",1,1,1,"1.00000"
"13035","GO:0002351","serotonin production involved in inflammatory response",4,4,4,"1.00000"
"13036","GO:1900120","regulation of receptor binding",16,16,16,"1.00000"
"13037","GO:1900123","regulation of nodal receptor complex assembly",1,1,1,"1.00000"
"13038","GO:1900125","regulation of hyaluronan biosynthetic process",9,9,9,"1.00000"
"13039","GO:0051917","regulation of fibrinolysis",1,1,1,"1.00000"
"13040","GO:0080090","regulation of primary metabolic process",4272,4272,4272,"1.00000"
"13041","GO:0002386","immune response in mucosal-associated lymphoid tissue",2,2,2,"1.00000"
"13042","GO:0002387","immune response in gut-associated lymphoid tissue",1,1,1,"1.00000"
"13043","GO:0051940","regulation of catecholamine uptake involved in synaptic transmission",3,3,3,"1.00000"
"13044","GO:0051941","regulation of amino acid uptake involved in synaptic transmission",2,2,2,"1.00000"
"13045","GO:0051943","positive regulation of amino acid uptake involved in synaptic transmission",1,1,1,"1.00000"
"13046","GO:0051944","positive regulation of catecholamine uptake involved in synaptic transmission",1,1,1,"1.00000"
"13047","GO:1900115","extracellular regulation of signal transduction",7,7,7,"1.00000"
"13048","GO:0051945","negative regulation of catecholamine uptake involved in synaptic transmission",1,1,1,"1.00000"
"13049","GO:1900117","regulation of execution phase of apoptosis",25,25,25,"1.00000"
"13050","GO:0002370","natural killer cell cytokine production",6,6,6,"1.00000"
"13051","GO:0002372","myeloid dendritic cell cytokine production",6,6,6,"1.00000"
"13052","GO:1900141","regulation of oligodendrocyte apoptotic process",3,3,3,"1.00000"
"13053","GO:0051931","regulation of sensory perception",28,28,28,"1.00000"
"13054","GO:0051933","amino acid neurotransmitter reuptake",4,4,4,"1.00000"
"13055","GO:0051934","catecholamine uptake involved in synaptic transmission",5,5,5,"1.00000"
"13056","GO:1900145","regulation of nodal signaling pathway involved in determination of left/right asymmetry",2,2,2,"1.00000"
"13057","GO:1900146","negative regulation of nodal signaling pathway involved in determination of left/right asymmetry",1,1,1,"1.00000"
"13058","GO:0051937","catecholamine transport",38,38,38,"1.00000"
"13059","GO:0051938","L-glutamate import",11,11,11,"1.00000"
"13060","GO:0002325","natural killer cell differentiation involved in immune response",2,2,2,"1.00000"
"13061","GO:1900130","regulation of lipid binding",1,1,1,"1.00000"
"13062","GO:1900133","regulation of renin secretion into blood stream",2,2,2,"1.00000"
"13063","GO:0002312","B cell activation involved in immune response",74,74,74,"1.00000"
"13064","GO:0022610","biological adhesion",950,950,950,"1.00000"
"13065","GO:0039020","pronephric nephron tubule development",1,1,1,"1.00000"
"13066","GO:0022613","ribonucleoprotein complex biogenesis",391,391,391,"1.00000"
"13067","GO:0002343","peripheral B cell selection",3,3,3,"1.00000"
"13068","GO:0002347","response to tumor cell",16,16,16,"1.00000"
"13069","GO:0022618","ribonucleoprotein complex assembly",164,164,164,"1.00000"
"13070","GO:0042868","antisense RNA metabolic process",1,1,1,"1.00000"
"13071","GO:0032571","response to vitamin K",2,2,2,"1.00000"
"13072","GO:0002349","histamine production involved in inflammatory response",6,6,6,"1.00000"
"13073","GO:0051905","establishment of pigment granule localization",14,14,14,"1.00000"
"13074","GO:0002332","transitional stage B cell differentiation",1,1,1,"1.00000"
"13075","GO:1990437","snRNA 2'-O-methylation",1,1,1,"1.00000"
"13076","GO:1900101","regulation of endoplasmic reticulum unfolded protein response",21,21,21,"1.00000"
"13077","GO:0002339","B cell selection",5,5,5,"1.00000"
"13078","GO:1900104","regulation of hyaluranon cable assembly",3,3,3,"1.00000"
"13079","GO:1900107","regulation of nodal signaling pathway",3,3,3,"1.00000"
"13080","GO:1900108","negative regulation of nodal signaling pathway",2,2,2,"1.00000"
"13081","GO:1900109","regulation of histone H3-K9 dimethylation",2,2,2,"1.00000"
"13082","GO:0042886","amide transport",1491,1491,1491,"1.00000"
"13083","GO:1902099","regulation of metaphase/anaphase transition of cell cycle",50,50,50,"1.00000"
"13084","GO:0042822","pyridoxal phosphate metabolic process",2,2,2,"1.00000"
"13085","GO:0002304","gamma-delta intraepithelial T cell differentiation",2,2,2,"1.00000"
"13086","GO:0032530","regulation of microvillus organization",11,11,11,"1.00000"
"13087","GO:0032536","regulation of cell projection size",6,6,6,"1.00000"
"13088","GO:0022600","digestive system process",51,51,51,"1.00000"
"13089","GO:0022603","regulation of anatomical structure morphogenesis",812,812,812,"1.00000"
"13090","GO:0042816","vitamin B6 metabolic process",2,2,2,"1.00000"
"13091","GO:0022607","cellular component assembly",2126,2126,2126,"1.00000"
"13092","GO:0042819","vitamin B6 biosynthetic process",2,2,2,"1.00000"
"13093","GO:0039007","pronephric nephron morphogenesis",1,1,1,"1.00000"
"13094","GO:0019362","pyridine nucleotide metabolic process",22,22,22,"1.00000"
"13095","GO:0019364","pyridine nucleotide catabolic process",6,6,6,"1.00000"
"13096","GO:0019365","pyridine nucleotide salvage",1,1,1,"1.00000"
"13097","GO:0019368","fatty acid elongation, unsaturated fatty acid",4,4,4,"1.00000"
"13098","GO:0060398","regulation of growth hormone receptor signaling pathway",5,5,5,"1.00000"
"13099","GO:0032501","multicellular organismal process",4580,4580,4580,"1.00000"
"13100","GO:0042839","D-glucuronate metabolic process",1,1,1,"1.00000"
"13101","GO:1900262","regulation of DNA-directed DNA polymerase activity",10,10,10,"1.00000"
"13102","GO:0032504","multicellular organism reproduction",544,544,544,"1.00000"
"13103","GO:0032505","reproduction of a single-celled organism",3,3,3,"1.00000"
"13104","GO:0019357","nicotinate nucleotide biosynthetic process",1,1,1,"1.00000"
"13105","GO:1902080","regulation of calcium ion import into sarcoplasmic reticulum",1,1,1,"1.00000"
"13106","GO:0019359","nicotinamide nucleotide biosynthetic process",13,13,13,"1.00000"
"13107","GO:0097090","presynaptic membrane organization",5,5,5,"1.00000"
"13108","GO:1900259","regulation of RNA-directed 5'-3' RNA polymerase activity",1,1,1,"1.00000"
"13109","GO:1902071","regulation of hypoxia-inducible factor-1alpha signaling pathway",3,3,3,"1.00000"
"13110","GO:1902074","response to salt",7,7,7,"1.00000"
"13111","GO:1902075","cellular response to salt",5,5,5,"1.00000"
"13112","GO:1902076","regulation of lateral motor column neuron migration",1,1,1,"1.00000"
"13113","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domain...",250,250,250,"1.00000"
"13114","GO:0002461","tolerance induction dependent upon immune response",6,6,6,"1.00000"
"13115","GO:0019374","galactolipid metabolic process",6,6,6,"1.00000"
"13116","GO:0002465","peripheral tolerance induction",4,4,4,"1.00000"
"13117","GO:0019375","galactolipid biosynthetic process",4,4,4,"1.00000"
"13118","GO:0019376","galactolipid catabolic process",2,2,2,"1.00000"
"13119","GO:0019377","glycolipid catabolic process",12,12,12,"1.00000"
"13120","GO:1990169","stress response to copper ion",4,4,4,"1.00000"
"13121","GO:1902022","L-lysine transport",2,2,2,"1.00000"
"13122","GO:0090596","sensory organ morphogenesis",167,167,167,"1.00000"
"13123","GO:0019320","hexose catabolic process",21,21,21,"1.00000"
"13124","GO:0090598","male anatomical structure morphogenesis",3,3,3,"1.00000"
"13125","GO:1900279","regulation of CD4-positive, alpha-beta T cell costimulation",2,2,2,"1.00000"
"13126","GO:0061982","meiosis I cell cycle process",94,94,94,"1.00000"
"13127","GO:0061983","meiosis II cell cycle process",13,13,13,"1.00000"
"13128","GO:0060357","regulation of leucine import",2,2,2,"1.00000"
"13129","GO:1900228","regulation of single-species biofilm formation in or on host organism",1,1,1,"1.00000"
"13130","GO:0060380","regulation of single-stranded telomeric DNA binding",1,1,1,"1.00000"
"13131","GO:1902019","regulation of cilium-dependent cell motility",6,6,6,"1.00000"
"13132","GO:0002483","antigen processing and presentation of endogenous peptide antigen",17,17,17,"1.00000"
"13133","GO:0061973","membrane bone morphogenesis",1,1,1,"1.00000"
"13134","GO:0002484","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway",10,10,10,"1.00000"
"13135","GO:0097064","ncRNA export from nucleus",6,6,6,"1.00000"
"13136","GO:0002488","antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway",2,2,2,"1.00000"
"13137","GO:0019318","hexose metabolic process",178,178,178,"1.00000"
"13138","GO:1902047","polyamine transmembrane transport",5,5,5,"1.00000"
"13139","GO:1990170","stress response to cadmium ion",1,1,1,"1.00000"
"13140","GO:0002472","macrophage antigen processing and presentation",1,1,1,"1.00000"
"13141","GO:0002475","antigen processing and presentation via MHC class Ib",15,15,15,"1.00000"
"13142","GO:0002478","antigen processing and presentation of exogenous peptide antigen",27,27,27,"1.00000"
"13143","GO:1900240","negative regulation of phenotypic switching",1,1,1,"1.00000"
"13144","GO:0032660","regulation of interleukin-17 production",29,29,29,"1.00000"
"13145","GO:1900241","positive regulation of phenotypic switching",2,2,2,"1.00000"
"13146","GO:0032661","regulation of interleukin-18 production",7,7,7,"1.00000"
"13147","GO:1900247","regulation of cytoplasmic translational elongation",8,8,8,"1.00000"
"13148","GO:0002420","natural killer cell mediated cytotoxicity directed against tumor cell target",6,6,6,"1.00000"
"13149","GO:0061912","selective autophagy",60,60,60,"1.00000"
"13150","GO:0002423","natural killer cell mediated immune response to tumor cell",7,7,7,"1.00000"
"13151","GO:0002424","T cell mediated immune response to tumor cell",4,4,4,"1.00000"
"13152","GO:0097086","amniotic stem cell differentiation",1,1,1,"1.00000"
"13153","GO:0019336","phenol-containing compound catabolic process",5,5,5,"1.00000"
"13154","GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib",11,11,11,"1.00000"
"13155","GO:0032650","regulation of interleukin-1 alpha production",8,8,8,"1.00000"
"13156","GO:0061919","process utilizing autophagic mechanism",388,388,388,"1.00000"
"13157","GO:0050432","catecholamine secretion",31,31,31,"1.00000"
"13158","GO:1900234","regulation of Kit signaling pathway",2,2,2,"1.00000"
"13159","GO:0032656","regulation of interleukin-13 production",15,15,15,"1.00000"
"13160","GO:0110096","cellular response to aldehyde",8,8,8,"1.00000"
"13161","GO:1900238","regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway",3,3,3,"1.00000"
"13162","GO:0032658","regulation of interleukin-15 production",1,1,1,"1.00000"
"13163","GO:0060310","regulation of elastin catabolic process",1,1,1,"1.00000"
"13164","GO:1900239","regulation of phenotypic switching",3,3,3,"1.00000"
"13165","GO:0002413","tolerance induction to tumor cell",1,1,1,"1.00000"
"13166","GO:0002414","immunoglobulin transcytosis in epithelial cells",1,1,1,"1.00000"
"13167","GO:0061945","regulation of protein K48-linked ubiquitination",3,3,3,"1.00000"
"13168","GO:0002419","T cell mediated cytotoxicity directed against tumor cell target",1,1,1,"1.00000"
"13169","GO:0002440","production of molecular mediator of immune response",210,210,210,"1.00000"
"13170","GO:0042560","pteridine-containing compound catabolic process",1,1,1,"1.00000"
"13171","GO:0061930","regulation of erythrocyte enucleation",1,1,1,"1.00000"
"13172","GO:0002441","histamine secretion involved in inflammatory response",6,6,6,"1.00000"
"13173","GO:0002442","serotonin secretion involved in inflammatory response",4,4,4,"1.00000"
"13174","GO:0060343","trabecula formation",17,17,17,"1.00000"
"13175","GO:0002444","myeloid leukocyte mediated immunity",86,86,86,"1.00000"
"13176","GO:0002445","type II hypersensitivity",6,6,6,"1.00000"
"13177","GO:0002447","eosinophil mediated immunity",4,4,4,"1.00000"
"13178","GO:0002449","lymphocyte mediated immunity",228,228,228,"1.00000"
"13179","GO:1902001","fatty acid transmembrane transport",13,13,13,"1.00000"
"13180","GO:0032672","regulation of interleukin-3 production",3,3,3,"1.00000"
"13181","GO:0032673","regulation of interleukin-4 production",25,25,25,"1.00000"
"13182","GO:0060330","regulation of response to interferon-gamma",12,12,12,"1.00000"
"13183","GO:0032679","regulation of TRAIL production",1,1,1,"1.00000"
"13184","GO:0090579","dsDNA loop formation",4,4,4,"1.00000"
"13185","GO:0060331","negative regulation of response to interferon-gamma",4,4,4,"1.00000"
"13186","GO:0060332","positive regulation of response to interferon-gamma",6,6,6,"1.00000"
"13187","GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis",9,9,9,"1.00000"
"13188","GO:0002436","immune complex clearance by monocytes and macrophages",2,2,2,"1.00000"
"13189","GO:0042558","pteridine-containing compound metabolic process",25,25,25,"1.00000"
"13190","GO:0042559","pteridine-containing compound biosynthetic process",14,14,14,"1.00000"
"13191","GO:0019309","mannose catabolic process",1,1,1,"1.00000"
"13192","GO:0032627","interleukin-23 production",6,6,6,"1.00000"
"13193","GO:0090529","cell septum assembly",1,1,1,"1.00000"
"13194","GO:0097048","dendritic cell apoptotic process",7,7,7,"1.00000"
"13195","GO:0032612","interleukin-1 production",88,88,88,"1.00000"
"13196","GO:0110057","regulation of blood vessel endothelial cell differentiation",1,1,1,"1.00000"
"13197","GO:0061900","glial cell activation",49,49,49,"1.00000"
"13198","GO:0061901","regulation of 1-phosphatidylinositol-3-kinase activity",2,2,2,"1.00000"
"13199","GO:0032643","regulation of connective tissue growth factor production",3,3,3,"1.00000"
"13200","GO:0032645","regulation of granulocyte macrophage colony-stimulating factor production",9,9,9,"1.00000"
"13201","GO:0032647","regulation of interferon-alpha production",27,27,27,"1.00000"
"13202","GO:0060300","regulation of cytokine activity",1,1,1,"1.00000"
"13203","GO:0110088","hippocampal neuron apoptotic process",5,5,5,"1.00000"
"13204","GO:0110089","regulation of hippocampal neuron apoptotic process",5,5,5,"1.00000"
"13205","GO:0019493","arginine catabolic process to proline",1,1,1,"1.00000"
"13206","GO:0032634","interleukin-5 production",14,14,14,"1.00000"
"13207","GO:0110075","regulation of ferroptosis",2,2,2,"1.00000"
"13208","GO:0032639","TRAIL production",1,1,1,"1.00000"
"13209","GO:0110020","regulation of actomyosin structure organization",89,89,89,"1.00000"
"13210","GO:0110021","cardiac muscle myoblast proliferation",1,1,1,"1.00000"
"13211","GO:0110022","regulation of cardiac muscle myoblast proliferation",1,1,1,"1.00000"
"13212","GO:0110028","positive regulation of mitotic spindle organization",1,1,1,"1.00000"
"13213","GO:0042546","cell wall biogenesis",1,1,1,"1.00000"
"13214","GO:0110011","regulation of basement membrane organization",5,5,5,"1.00000"
"13215","GO:0110017","cap-independent translational initiation of linear mRNA",2,2,2,"1.00000"
"13216","GO:0002190","cap-independent translational initiation",5,5,5,"1.00000"
"13217","GO:0032601","connective tissue growth factor production",3,3,3,"1.00000"
"13218","GO:0042539","hypotonic salinity response",2,2,2,"1.00000"
"13219","GO:0032604","granulocyte macrophage colony-stimulating factor production",9,9,9,"1.00000"
"13220","GO:0090504","epiboly",21,21,21,"1.00000"
"13221","GO:0090505","epiboly involved in wound healing",20,20,20,"1.00000"
"13222","GO:0110030","regulation of G2/MI transition of meiotic cell cycle",3,3,3,"1.00000"
"13223","GO:1900756","protein processing in phagocytic vesicle",2,2,2,"1.00000"
"13224","GO:0019483","beta-alanine biosynthetic process",1,1,1,"1.00000"
"13225","GO:0070391","response to lipoteichoic acid",9,9,9,"1.00000"
"13226","GO:0019471","4-hydroxyproline metabolic process",1,1,1,"1.00000"
"13227","GO:0060462","lung lobe development",4,4,4,"1.00000"
"13228","GO:0060467","negative regulation of fertilization",2,2,2,"1.00000"
"13229","GO:0060455","negative regulation of gastric acid secretion",1,1,1,"1.00000"
"13230","GO:0060456","positive regulation of digestive system process",8,8,8,"1.00000"
"13231","GO:0060457","negative regulation of digestive system process",9,9,9,"1.00000"
"13232","GO:0071960","maintenance of mitotic sister chromatid cohesion, centromeric",1,1,1,"1.00000"
"13233","GO:0060459","left lung development",2,2,2,"1.00000"
"13234","GO:0071964","establishment of cell polarity regulating cell shape",1,1,1,"1.00000"
"13235","GO:1900729","regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway",1,1,1,"1.00000"
"13236","GO:0060481","lobar bronchus epithelium development",3,3,3,"1.00000"
"13237","GO:0110009","formin-nucleated actin cable organization",3,3,3,"1.00000"
"13238","GO:0002182","cytoplasmic translational elongation",8,8,8,"1.00000"
"13239","GO:0060482","lobar bronchus development",3,3,3,"1.00000"
"13240","GO:0019418","sulfide oxidation",1,1,1,"1.00000"
"13241","GO:0070366","regulation of hepatocyte differentiation",2,2,2,"1.00000"
"13242","GO:0042693","muscle cell fate commitment",3,3,3,"1.00000"
"13243","GO:0002174","mammary stem cell proliferation",1,1,1,"1.00000"
"13244","GO:0042695","thelarche",4,4,4,"1.00000"
"13245","GO:0019448","L-cysteine catabolic process",1,1,1,"1.00000"
"13246","GO:0090667","cell chemotaxis to vascular endothelial growth factor",1,1,1,"1.00000"
"13247","GO:0071988","protein localization to spindle pole body",2,2,2,"1.00000"
"13248","GO:1900749","(R)-carnitine transport",1,1,1,"1.00000"
"13249","GO:0060423","foregut regionalization",1,1,1,"1.00000"
"13250","GO:0060424","lung field specification",1,1,1,"1.00000"
"13251","GO:0019438","aromatic compound biosynthetic process",2867,2867,2867,"1.00000"
"13252","GO:1900736","regulation of phospholipase C-activating G protein-coupled receptor signaling pathway",3,3,3,"1.00000"
"13253","GO:0090657","telomeric loop disassembly",8,8,8,"1.00000"
"13254","GO:1900739","regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway",3,3,3,"1.00000"
"13255","GO:0090685","RNA localization to nucleus",8,8,8,"1.00000"
"13256","GO:0070376","regulation of ERK5 cascade",1,1,1,"1.00000"
"13257","GO:0042661","regulation of mesodermal cell fate specification",2,2,2,"1.00000"
"13258","GO:0042665","regulation of ectodermal cell fate specification",1,1,1,"1.00000"
"13259","GO:0002148","hypochlorous acid metabolic process",1,1,1,"1.00000"
"13260","GO:0090670","RNA localization to Cajal body",8,8,8,"1.00000"
"13261","GO:0090672","telomerase RNA localization",8,8,8,"1.00000"
"13262","GO:0090674","endothelial cell-matrix adhesion via fibronectin",2,2,2,"1.00000"
"13263","GO:0090677","reversible differentiation",3,3,3,"1.00000"
"13264","GO:0090678","cell dedifferentiation involved in phenotypic switching",1,1,1,"1.00000"
"13265","GO:0019400","alditol metabolic process",17,17,17,"1.00000"
"13266","GO:0090679","cell differentiation involved in phenotypic switching",2,2,2,"1.00000"
"13267","GO:0019401","alditol biosynthetic process",4,4,4,"1.00000"
"13268","GO:0120093","regulation of peptidyl-lysine crotonylation",1,1,1,"1.00000"
"13269","GO:0019405","alditol catabolic process",3,3,3,"1.00000"
"13270","GO:0019406","hexitol biosynthetic process",1,1,1,"1.00000"
"13271","GO:0019407","hexitol catabolic process",1,1,1,"1.00000"
"13272","GO:0060438","trachea development",15,15,15,"1.00000"
"13273","GO:0071941","nitrogen cycle metabolic process",8,8,8,"1.00000"
"13274","GO:0060439","trachea morphogenesis",9,9,9,"1.00000"
"13275","GO:0106064","regulation of cobalamin metabolic process",1,1,1,"1.00000"
"13276","GO:0070316","regulation of G0 to G1 transition",8,8,8,"1.00000"
"13277","GO:0070340","detection of bacterial lipopeptide",3,3,3,"1.00000"
"13278","GO:0070341","fat cell proliferation",8,8,8,"1.00000"
"13279","GO:0070343","white fat cell proliferation",2,2,2,"1.00000"
"13280","GO:0070344","regulation of fat cell proliferation",8,8,8,"1.00000"
"13281","GO:0106056","regulation of calcineurin-mediated signaling",31,31,31,"1.00000"
"13282","GO:0090616","mitochondrial mRNA 3'-end processing",1,1,1,"1.00000"
"13283","GO:0106057","negative regulation of calcineurin-mediated signaling",14,14,14,"1.00000"
"13284","GO:0042670","retinal cone cell differentiation",6,6,6,"1.00000"
"13285","GO:0106058","positive regulation of calcineurin-mediated signaling",15,15,15,"1.00000"
"13286","GO:0120060","regulation of gastric emptying",1,1,1,"1.00000"
"13287","GO:0002101","tRNA wobble cytosine modification",1,1,1,"1.00000"
"13288","GO:0090649","response to oxygen-glucose deprivation",2,2,2,"1.00000"
"13289","GO:0060401","cytosolic calcium ion transport",119,119,119,"1.00000"
"13290","GO:0070339","response to bacterial lipopeptide",6,6,6,"1.00000"
"13291","GO:0120063","stomach smooth muscle contraction",1,1,1,"1.00000"
"13292","GO:0120064","stomach pylorus smooth muscle contraction",1,1,1,"1.00000"
"13293","GO:0120065","pyloric antrum smooth muscle contraction",1,1,1,"1.00000"
"13294","GO:0106070","regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway",9,9,9,"1.00000"
"13295","GO:0060408","regulation of acetylcholine metabolic process",1,1,1,"1.00000"
"13296","GO:0090634","microglial cell mediated cytotoxicity",3,3,3,"1.00000"
"13297","GO:0106020","regulation of vesicle docking",5,5,5,"1.00000"
"13298","GO:0070303","negative regulation of stress-activated protein kinase signaling cascade",36,36,36,"1.00000"
"13299","GO:0070305","response to cGMP",4,4,4,"1.00000"
"13300","GO:1990790","response to glial cell derived neurotrophic factor",1,1,1,"1.00000"
"13301","GO:0060191","regulation of lipase activity",52,52,52,"1.00000"
"13302","GO:0120071","regulation of pyloric antrum smooth muscle contraction",1,1,1,"1.00000"
"13303","GO:1990793","substance P secretion, neurotransmission",1,1,1,"1.00000"
"13304","GO:0002293","alpha-beta T cell differentiation involved in immune response",57,57,57,"1.00000"
"13305","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response",56,56,56,"1.00000"
"13306","GO:0002295","T-helper cell lineage commitment",14,14,14,"1.00000"
"13307","GO:0042636","negative regulation of hair cycle",2,2,2,"1.00000"
"13308","GO:0120077","angiogenic sprout fusion",1,1,1,"1.00000"
"13309","GO:0002298","CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response",1,1,1,"1.00000"
"13310","GO:0002299","alpha-beta intraepithelial T cell differentiation",1,1,1,"1.00000"
"13311","GO:0090601","enucleation",1,1,1,"1.00000"
"13312","GO:1900864","mitochondrial RNA modification",4,4,4,"1.00000"
"13313","GO:0106044","guanine deglycation",1,1,1,"1.00000"
"13314","GO:0106047","polyamine deacetylation",1,1,1,"1.00000"
"13315","GO:0106030","neuron projection fasciculation",16,16,16,"1.00000"
"13316","GO:0019184","nonribosomal peptide biosynthetic process",12,12,12,"1.00000"
"13317","GO:0070494","regulation of thrombin-activated receptor signaling pathway",3,3,3,"1.00000"
"13318","GO:0120040","regulation of macrophage proliferation",4,4,4,"1.00000"
"13319","GO:1990764","myofibroblast contraction",1,1,1,"1.00000"
"13320","GO:1990765","colon smooth muscle contraction",2,2,2,"1.00000"
"13321","GO:0002266","follicular dendritic cell activation",2,2,2,"1.00000"
"13322","GO:0060167","regulation of adenosine receptor signaling pathway",2,2,2,"1.00000"
"13323","GO:1990768","gastric mucosal blood circulation",2,2,2,"1.00000"
"13324","GO:0007350","blastoderm segmentation",10,10,10,"1.00000"
"13325","GO:0002269","leukocyte activation involved in inflammatory response",43,43,43,"1.00000"
"13326","GO:0007351","tripartite regional subdivision",7,7,7,"1.00000"
"13327","GO:0052027","modulation by symbiont of host signal transduction pathway",1,1,1,"1.00000"
"13328","GO:0060151","peroxisome localization",2,2,2,"1.00000"
"13329","GO:1990751","Schwann cell chemotaxis",1,1,1,"1.00000"
"13330","GO:0120031","plasma membrane bounded cell projection assembly",400,400,400,"1.00000"
