seqnames,start,end,width,strand,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS
chr4,14930088,14930563,476,*,62.83646,-1.38782,0.4416373,-3.142444,0.001675437,0.003808526,Promoter (<=1kb),4,14930661,14953030,22370,1,100038514,ENSMUST00000136992.7,-98
chr1,171234218,171234810,593,*,76.6502,1.263779,0.4022646,3.141662,0.001679916,0.003818031,Promoter (<=1kb),1,171229572,171234365,4794,2,14127,ENSMUST00000079957.11,0
chr1,74782002,74782421,420,*,45.08827,1.60964,0.5124894,3.140826,0.001684723,0.003827984,Promoter (<=1kb),1,74782439,74784602,2164,1,22420,ENSMUST00000189544.1,-18
chr8,120109203,120109538,336,*,38.56633,1.755612,0.5589842,3.140719,0.001685336,0.003829278,Exon (ENSMUST00000194351.1/ENSMUST00000194351.1, exon 1 of 1),8,120114152,120154574,40423,1,234797,ENSMUST00000108948.7,-4614
chr12,46819359,46819878,520,*,38.73611,1.76496,0.5622914,3.138871,0.001696003,0.003851704,Promoter (<=1kb),12,46694517,46818929,124413,2,664883,ENSMUST00000021438.7,-430
chr5,109751317,109752233,917,*,381.6522,0.731823,0.2331692,3.138591,0.001697619,0.003855036,5' UTR,5,109833501,109834145,645,2,667213,ENSMUST00000197379.1,81912
chr17,73950104,73950435,332,*,47.9318,1.596691,0.5088148,3.138059,0.001700708,0.00386156,Promoter (<=1kb),17,73883895,73950182,66288,2,22436,ENSMUST00000024866.5,0
chr4,145246164,145247162,999,*,142.5817,0.9865969,0.3144661,3.137371,0.0017047,0.003870037,Promoter (<=1kb),4,145213463,145246870,33408,2,21938,ENSMUST00000030336.10,0
chr12,17690154,17691217,1064,*,264.929,0.7905037,0.2519795,3.137175,0.001705841,0.003872429,Promoter (<=1kb),12,17690856,17791933,101078,1,53602,ENSMUST00000071858.4,0
chr12,20990131,20990585,455,*,23.38422,2.337337,0.7450993,3.136947,0.001707171,0.003875253,Promoter (<=1kb),12,20990459,21200919,210461,1,211914,ENSMUST00000174530.1,0
chr6,135362596,135363067,472,*,52.24704,1.553075,0.4951247,3.136735,0.001708407,0.00387796,Promoter (<=1kb),6,135362931,135383173,20243,1,13730,ENSMUST00000032330.15,0
chr5,147956953,147957448,496,*,55.31277,1.463649,0.4666985,3.136177,0.001711659,0.003884851,Promoter (<=1kb),5,147957320,148316065,358746,1,77521,ENSMUST00000085558.10,0
chr6,54039402,54040198,797,*,40.99599,1.852348,0.590663,3.136049,0.001712408,0.003886352,Promoter (<=1kb),6,54039554,54067798,28245,1,69993,ENSMUST00000138930.1,0
chr4,115784671,115785478,808,*,156.6652,-0.9108807,0.2905617,-3.134895,0.001719154,0.003901069,Promoter (<=1kb),4,115784812,115798006,13195,1,230649,ENSMUST00000177280.7,0
chr2,174760553,174761173,621,*,69.08365,1.304029,0.4160264,3.134487,0.001721547,0.003905907,Promoter (<=1kb),2,174760619,174784042,23424,1,13616,ENSMUST00000029030.8,0
chr8,72723730,72723975,246,*,47.90531,-1.467706,0.4682516,-3.134438,0.001721833,0.003906457,Promoter (<=1kb),8,72723415,72731279,7865,1,20467,ENSMUST00000212096.1,315
chr9,56505956,56506854,899,*,154.5101,0.9895284,0.315762,3.133779,0.001725708,0.003914165,Exon (ENSMUST00000216940.1/ENSMUST00000216940.1, exon 1 of 1),9,56418830,56476117,57288,1,66867,ENSMUST00000214869.1,87126
chr4,57301723,57302117,395,*,81.28732,1.208634,0.3856796,3.133778,0.001725712,0.003914165,Promoter (<=1kb),4,57190841,57301837,110997,2,545622,ENSMUST00000075637.10,0
chr6,31216647,31217028,382,*,71.29831,1.287166,0.4107883,3.133405,0.001727907,0.003918848,Promoter (<=1kb),6,31181022,31216366,35345,2,232685,ENSMUST00000231083.1,-281
chr7,141096521,141097166,646,*,191.8797,0.8715691,0.2784548,3.13002,0.001747945,0.003961785,Promoter (<=1kb),7,141093280,141096688,3409,2,24058,ENSMUST00000209199.1,0
chr17,29078900,29079259,360,*,48.65225,1.564085,0.4998261,3.129259,0.00175248,0.00397146,Promoter (<=1kb),17,29057430,29079179,21750,2,100504267,ENSMUST00000133221.2,0
chr6,41218413,41218806,394,*,37.02236,1.788673,0.5716641,3.128888,0.001754691,0.003976069,Exon (ENSMUST00000194614.1/ENSMUST00000194614.1, exon 2 of 2),6,41302269,41305532,3264,1,22074,ENSMUST00000031913.4,-83463
chr9,55283546,55284158,613,*,48.13354,1.559539,0.4984526,3.12876,0.001755456,0.0039776,Promoter (<=1kb),9,55220222,55283595,63374,2,83961,ENSMUST00000139261.7,0
chr4,8709609,8709894,286,*,13.31234,4.921626,1.573268,3.128283,0.001758308,0.003983862,Promoter (<=1kb),4,8710340,8751562,41223,1,320790,ENSMUST00000129655.1,-446
chr2,68861973,68862372,400,*,28.79207,2.160506,0.6907068,3.127965,0.001760214,0.003987876,Promoter (<=1kb),2,68861586,69108644,247059,1,241447,ENSMUST00000176018.1,387
chr17,13674725,13675226,502,*,30.07544,2.112808,0.6755769,3.127413,0.001763522,0.003994867,Intron (ENSMUST00000135850.7/72578, intron 1 of 4),17,13489273,13668891,179619,2,72578,ENSMUST00000185626.6,-5834
chr14,102981363,102981904,542,*,64.39435,1.346452,0.4306089,3.126856,0.001766867,0.004001551,Promoter (<=1kb),14,102982549,102982632,84,2,100628599,ENSMUST00000175160.1,728
chr14,70153296,70154028,733,*,157.6406,0.9638466,0.3083145,3.12618,0.001770932,0.00400942,Promoter (<=1kb),14,70138168,70153811,15644,2,219158,ENSMUST00000035612.6,0
chr3,57847915,57848265,351,*,19.6842,2.675288,0.8560149,3.125282,0.001776347,0.004021071,Promoter (<=1kb),3,57841895,57848079,6185,2,18645,ENSMUST00000066882.9,0
chr2,79428503,79429129,627,*,51.33862,1.676412,0.5365152,3.124632,0.001780278,0.004029663,Promoter (<=1kb),2,79331752,79428954,97203,2,228094,ENSMUST00000099974.9,0
chr5,24814009,24814365,357,*,29.49269,2.234671,0.7152368,3.124379,0.001781809,0.004032722,Promoter (<=1kb),5,24803667,24813959,10293,2,19744,ENSMUST00000146310.1,-50
chr9,121297334,121297647,314,*,57.8429,-1.382345,0.4424515,-3.124285,0.001782376,0.004033903,Promoter (<=1kb),9,121297502,121473617,176116,1,67095,ENSMUST00000211301.1,0
chr18,75820048,75820370,323,*,25.72508,2.178836,0.6974624,3.123948,0.001784421,0.004038326,Promoter (<=1kb),18,75820178,76148564,328387,1,207259,ENSMUST00000058997.14,0
chr1,56977186,56977433,248,*,21.97882,2.417199,0.7739232,3.123306,0.001788318,0.004045918,Promoter (1-2kb),1,56969740,56978650,8911,2,212712,ENSMUST00000177282.1,1217
chr1,79439889,79440196,308,*,22.98705,2.341636,0.7502622,3.121091,0.001801824,0.004074313,Promoter (<=1kb),1,79434669,79440042,5374,2,20254,ENSMUST00000185234.1,0
chrX,21088721,21089537,817,*,58.38039,1.433711,0.4597259,3.118621,0.001816996,0.004106548,Promoter (<=1kb),20,21079174,21089229,10056,2,245368,ENSMUST00000040667.12,0
chr17,75551492,75552451,960,*,1282.104,-0.5858745,0.1880092,-3.116201,0.001831973,0.004137474,Promoter (<=1kb),17,75537086,75551946,14861,2,72722,ENSMUST00000112507.3,0
chr14,103843220,103844470,1251,*,80.72568,1.258229,0.4037846,3.116091,0.001832656,0.004138749,Promoter (<=1kb),14,103814625,103844402,29778,2,13618,ENSMUST00000022718.10,0
chr3,88531255,88532071,817,*,158.1866,-0.8906274,0.2858168,-3.116078,0.001832739,0.004138785,Promoter (<=1kb),3,88532395,88541396,9002,1,72640,ENSMUST00000172699.1,-324
chr3,90266164,90266705,542,*,167.1422,-0.8741421,0.2806137,-3.115108,0.001838773,0.004151679,Promoter (<=1kb),3,90266514,90280669,14156,1,229541,ENSMUST00000098914.9,0
chr3,35929913,35930179,267,*,75.49001,-1.17655,0.3779457,-3.113013,0.001851877,0.004179263,Promoter (<=1kb),3,35893506,35930074,36569,2,114893,ENSMUST00000198389.4,0
chr10,112163214,112163438,225,*,17.46626,2.84759,0.9150457,3.111965,0.001858464,0.004192968,Promoter (<=1kb),10,112163621,112216555,52935,1,353025,ENSMUST00000092176.7,-183
chr18,74910715,74911243,529,*,36.41572,1.863713,0.5993648,3.10948,0.001874171,0.00422553,Distal Intergenic,18,74944876,74961262,16387,2,16891,ENSMUST00000235783.1,50019
chr11,4123246,4123693,448,*,108.6636,-1.060295,0.3410202,-3.109186,0.001876037,0.004229313,Promoter (<=1kb),11,4111157,4123415,12259,2,67815,ENSMUST00000145173.1,0
chr9,83924752,83925526,775,*,420.1393,0.6949178,0.2235153,3.10904,0.001876966,0.0042313,Promoter (<=1kb),9,83925145,84124239,199095,1,12040,ENSMUST00000190637.6,0
chr16,50732166,50733127,962,*,305.9914,0.753525,0.2424196,3.10835,0.001881353,0.004240655,Promoter (<=1kb),16,50719294,50732773,13480,2,68190,ENSMUST00000186944.6,0
chr5,77265010,77265609,600,*,223.6631,-0.798609,0.2570006,-3.10742,0.001887278,0.004252833,Promoter (<=1kb),5,77265491,77286432,20942,1,19712,ENSMUST00000080359.11,0
chr16,90677129,90677633,505,*,38.21312,1.719021,0.5533323,3.106671,0.001892068,0.004263199,Distal Intergenic,16,90721447,90727139,5693,2,66578,ENSMUST00000147546.1,49506
chr12,25315999,25316320,322,*,24.71736,2.232523,0.7187637,3.106059,0.001895989,0.004271604,Exon (ENSMUST00000222226.1/ENSMUST00000222226.1, exon 1 of 4),12,25129174,25134931,5758,1,432641,ENSMUST00000223429.1,186825
chr14,51057291,51057837,547,*,81.60464,1.284248,0.4136086,3.104984,0.001902896,0.004286733,Promoter (<=1kb),14,51056698,51057242,545,2,497106,ENSMUST00000089798.2,-49
chr12,91684087,91684944,858,*,51.24462,1.489696,0.4799158,3.104077,0.001908735,0.004298914,Exon (ENSMUST00000151945.1/ENSMUST00000151945.1, exon 1 of 4),12,91703413,91713974,10562,2,108800,ENSMUST00000111609.2,29030
chr9,105521113,105521541,429,*,102.5883,-1.081864,0.3485385,-3.104002,0.001909221,0.004299762,Promoter (<=1kb),9,105403539,105521147,117609,2,235574,ENSMUST00000176770.7,0
chr4,131860747,131861724,978,*,300.9618,-0.7339945,0.2364676,-3.103997,0.001909256,0.004299762,Promoter (<=1kb),4,131861710,131867601,5892,1,26922,ENSMUST00000137412.7,0
chr13,54223306,54223633,328,*,38.59109,1.717597,0.5534447,3.103466,0.001912685,0.004307053,Intron (ENSMUST00000209846.1/15466, intron 1 of 1),13,54214007,54236180,22174,1,15466,ENSMUST00000211742.1,9299
chr12,115119494,115120016,523,*,32.12689,1.960558,0.6320222,3.10204,0.001921919,0.004326649,Exon (ENSMUST00000103521.2/ENSMUST00000103521.2, exon 2 of 2),12,115695720,115695794,75,2,102465205,ENSMUST00000184417.1,575778
chr11,119253276,119253659,384,*,68.52704,1.298556,0.4187241,3.101221,0.001927242,0.004338086,Promoter (<=1kb),11,119253553,119264436,10884,1,207607,ENSMUST00000133788.7,0
chr4,53441148,53441491,344,*,70.62463,-1.247804,0.402372,-3.10112,0.001927904,0.004339467,Promoter (<=1kb),4,53440684,53563450,122767,1,100434,ENSMUST00000107647.7,464
chr17,88790718,88791493,776,*,49.50545,1.602993,0.516995,3.100598,0.001931306,0.004346624,Promoter (<=1kb),17,88764877,88791971,27095,2,16867,ENSMUST00000234269.1,478
chr2,43555104,43555497,394,*,23.44335,2.307369,0.7443071,3.100023,0.001935056,0.004354581,Promoter (<=1kb),2,43555329,43563496,8168,1,70789,ENSMUST00000138540.1,0
chr19,4993000,4993254,255,*,16.76804,3.069075,0.990358,3.098956,0.001942041,0.004369752,Promoter (2-3kb),19,4984355,4990316,5962,2,225872,ENSMUST00000056129.8,-2684
chr16,21204302,21204899,598,*,213.862,0.8282535,0.2672868,3.098745,0.001943423,0.00437264,Promoter (<=1kb),16,21204755,21223304,18550,1,13845,ENSMUST00000006112.6,0
chr2,158360875,158361960,1086,*,360.2841,-0.7102495,0.229245,-3.098212,0.001946924,0.004380077,Promoter (<=1kb),2,158355307,158361510,6204,2,68108,ENSMUST00000141809.7,0
chr8,83899036,83900189,1154,*,138.0965,1.085353,0.3503641,3.097786,0.001949719,0.004385704,Promoter (<=1kb),8,83900105,83941954,41850,1,330814,ENSMUST00000141158.7,0
chr5,92897622,92898038,417,*,41.2278,1.783834,0.5759441,3.097234,0.001953358,0.00439367,Promoter (<=1kb),5,92897993,92965308,67316,1,27428,ENSMUST00000113051.8,0
chr7,4526240,4526972,733,*,201.682,0.8511255,0.2748431,3.096768,0.001956428,0.004400022,Promoter (2-3kb),7,4520477,4524229,3753,2,21954,ENSMUST00000154913.1,-2011
chr9,40346153,40346642,490,*,35.52814,1.796272,0.5801076,3.096447,0.00195855,0.004404463,Promoter (<=1kb),9,40293233,40346290,53058,2,235283,ENSMUST00000121357.7,0
chr5,57718030,57718352,323,*,71.4523,1.328081,0.4289104,3.096406,0.001958822,0.004404853,Promoter (<=1kb),5,57718020,57729465,11446,1,54216,ENSMUST00000068110.9,10
chr10,22223915,22224404,490,*,35.90915,1.773412,0.572759,3.096262,0.001959771,0.004406876,Exon (ENSMUST00000181606.1/ENSMUST00000181606.1, exon 1 of 6),10,22273346,22288849,15504,1,667281,ENSMUST00000131558.1,-48942
chr12,83987513,83988212,700,*,101.895,1.086115,0.3509859,3.09447,0.001971648,0.004431582,Promoter (<=1kb),12,83987861,83993873,6013,1,171210,ENSMUST00000021649.7,0
chr13,98016709,98017414,706,*,60.6481,1.357545,0.43875,3.09412,0.001973977,0.004436483,Promoter (<=1kb),13,97899469,98016417,116949,2,110596,ENSMUST00000238746.1,-292
chr13,105293767,105294103,337,*,28.39188,2.227626,0.7202559,3.092826,0.001982605,0.004454757,Promoter (<=1kb),13,105130001,105294402,164402,2,71816,ENSMUST00000226044.1,299
chr13,103396027,103396541,515,*,36.82388,1.753955,0.5672889,3.091819,0.001989339,0.004468989,Exon (ENSMUST00000082521.1/ENSMUST00000082521.1, exon 1 of 1),13,103058696,103334497,275802,2,328329,ENSMUST00000171358.7,-61530
chr4,129577154,129577415,262,*,50.8832,-1.459286,0.472144,-3.090764,0.001996425,0.00448412,Promoter (<=1kb),4,129576815,129577457,643,2,230766,ENSMUST00000142699.1,42
chr13,65278110,65279422,1313,*,1298.522,-0.6069895,0.1964369,-3.089998,0.00200158,0.004495136,Promoter (<=1kb),13,65278814,65297795,18982,1,170936,ENSMUST00000126879.7,0
chrX,38179845,38180356,512,*,35.50009,1.795007,0.5811247,3.088849,0.002009332,0.004511289,Distal Intergenic,20,38189793,38197046,7254,1,56805,ENSMUST00000049740.2,-9437
chr13,108214092,108214555,464,*,65.57576,1.470401,0.4761609,3.088033,0.00201486,0.004522805,Promoter (<=1kb),13,108214404,108285683,71280,1,74559,ENSMUST00000022207.9,0
chr9,104001964,104002904,941,*,963.3184,0.5996581,0.1942073,3.087723,0.002016966,0.004526964,Promoter (<=1kb),9,104002544,104039707,37164,1,74025,ENSMUST00000193642.5,0
chr12,70824792,70826117,1326,*,391.3546,-0.7069362,0.2290671,-3.086154,0.002027638,0.004548637,Promoter (<=1kb),12,70825514,70902234,76721,1,319710,ENSMUST00000057859.8,0
chr4,155468767,155469412,646,*,121.094,-0.9984037,0.3235127,-3.086135,0.00202777,0.004548721,Promoter (<=1kb),4,155469114,155470415,1302,1,69671,ENSMUST00000131599.7,0
chr7,29303648,29303988,341,*,43.29858,1.60015,0.5185386,3.085883,0.002029484,0.004552437,Promoter (<=1kb),7,29303951,29317264,13314,1,29861,ENSMUST00000108231.7,0
chr1,64928583,64928836,254,*,27.77729,2.086056,0.676063,3.085594,0.002031457,0.004556634,Promoter (<=1kb),1,64860298,64928097,67800,2,241075,ENSMUST00000140857.1,-486
chr16,4419739,4420093,355,*,55.0715,-1.324602,0.4293281,-3.085291,0.002033529,0.004560825,Promoter (<=1kb),16,4287529,4419808,132280,2,11515,ENSMUST00000117801.7,0
chr15,80572262,80572686,425,*,48.96755,1.503477,0.4874686,3.084254,0.002040635,0.004575157,Promoter (<=1kb),15,80572594,80648765,76172,1,17444,ENSMUST00000229980.1,0
chr15,101173678,101174251,574,*,56.8081,1.406127,0.4559132,3.0842,0.002041005,0.00457576,Promoter (<=1kb),15,101174067,101213684,39618,1,11479,ENSMUST00000000544.11,0
chr12,19953906,19954214,309,*,25.65333,2.144284,0.6954472,3.083317,0.002047068,0.004588087,Distal Intergenic,12,20804381,20815779,11399,2,69513,ENSMUST00000189625.1,861565
chr3,123266920,123268307,1388,*,237.8052,0.8255151,0.2678,3.082581,0.00205214,0.004598764,Promoter (<=1kb),3,123267455,123365641,98187,1,69608,ENSMUST00000047923.11,0
chr3,127779876,127780760,885,*,417.2222,-0.6812849,0.2210404,-3.082173,0.002054951,0.00460472,Promoter (<=1kb),3,127670310,127780527,110218,2,71481,ENSMUST00000029662.11,0
chr9,13245314,13245877,564,*,140.7849,-0.9285374,0.3012856,-3.081917,0.00205672,0.004608373,Promoter (<=1kb),9,13242607,13245829,3223,2,77532,ENSMUST00000110582.3,0
chr4,137117893,137118326,434,*,62.65191,1.334558,0.4332016,3.080686,0.002065243,0.004625698,Exon (ENSMUST00000154285.1/ENSMUST00000154285.1, exon 1 of 2),4,137159082,137165066,5985,2,100503595,ENSMUST00000151040.2,46740
chr15,74709142,74709880,739,*,188.4112,-0.847686,0.2751903,-3.080363,0.002067485,0.004630488,Promoter (<=1kb),15,74702301,74709535,7235,2,16469,ENSMUST00000050234.3,0
chr2,93461847,93462249,403,*,254.8534,-0.8176128,0.2655869,-3.078513,0.002080363,0.004657815,Promoter (<=1kb),2,93421827,93461912,40086,2,12521,ENSMUST00000150508.7,0
chr2,24048417,24049029,613,*,44.12589,1.655471,0.5378186,3.078122,0.002083095,0.004663583,Promoter (<=1kb),2,24003529,24048866,45338,2,140483,ENSMUST00000114497.1,0
chr1,86398377,86398756,380,*,40.55563,1.693269,0.5501635,3.077757,0.002085652,0.004669074,Promoter (<=1kb),1,86387847,86398190,10344,2,14767,ENSMUST00000212614.1,-187
chr11,6519566,6519997,432,*,74.80114,1.229171,0.3994857,3.076884,0.002091764,0.004681469,Promoter (<=1kb),11,6519047,6519504,458,2,246177,ENSMUST00000134489.1,-62
chr5,13399090,13399768,679,*,50.9989,1.468067,0.4773111,3.075702,0.002100076,0.004698781,Promoter (<=1kb),5,13399309,13602565,203257,1,20346,ENSMUST00000030714.7,0
chrX,161162508,161163181,674,*,225.0979,-0.7857561,0.2555509,-3.074754,0.002106765,0.004712806,Promoter (<=1kb),20,161162750,161256952,94203,1,107815,ENSMUST00000074802.11,0
chr6,52217473,52217705,233,*,34.11971,1.836434,0.5974959,3.07355,0.002115283,0.004730205,Promoter (<=1kb),6,52214498,52217505,3008,2,15404,ENSMUST00000048715.8,0
chr9,71485733,71486162,430,*,160.326,-0.9274684,0.3019407,-3.07169,0.002128503,0.004757631,Promoter (<=1kb),9,71478437,71485935,7499,2,28015,ENSMUST00000034720.11,0
chr9,107906678,107906989,312,*,50.3778,-1.371631,0.4465806,-3.071407,0.002130527,0.004762035,Promoter (<=1kb),9,107906873,107920383,13511,1,19882,ENSMUST00000035203.8,0
chr7,101011402,101012249,848,*,121.5154,1.013981,0.3301592,3.071188,0.00213209,0.00476529,Promoter (<=1kb),7,100996568,101011998,15431,2,18442,ENSMUST00000037540.4,0
chr4,56757282,56757637,356,*,25.02005,2.220367,0.7229782,3.071139,0.002132437,0.004765829,Promoter (<=1kb),4,56751012,56757285,6274,2,230233,ENSMUST00000171411.7,0
chr3,40540576,40541134,559,*,169.2271,-0.8863869,0.2886208,-3.071112,0.002132629,0.004766139,Promoter (<=1kb),3,40540767,40704774,164008,1,380614,ENSMUST00000091186.6,0
chr6,129876540,129876932,393,*,23.21798,2.290097,0.7458435,3.070479,0.002137158,0.004775545,Promoter (<=1kb),6,129831154,129876670,45517,2,170733,ENSMUST00000014687.10,0
chr14,53047713,53048057,345,*,33.09582,1.832236,0.5967641,3.070285,0.002138546,0.004778409,Exon (ENSMUST00000103606.1/ENSMUST00000103606.1, exon 2 of 2),14,53032417,53039466,7050,2,102632039,ENSMUST00000199271.1,-8247
chr10,122679354,122679702,349,*,30.4826,1.965831,0.6403227,3.070063,0.002140134,0.004781717,Promoter (<=1kb),10,122679315,122679415,101,1,102466884,ENSMUST00000185165.1,39
chr1,42952626,42953420,795,*,48.07201,1.511775,0.4928448,3.067447,0.002158958,0.004821611,Promoter (<=1kb),1,42952872,42955155,2284,1,93690,ENSMUST00000188621.1,0
chr3,62338636,62339756,1121,*,59.69169,1.480134,0.4825311,3.067437,0.002159032,0.004821656,Promoter (<=1kb),3,62338999,62379719,40721,1,622434,ENSMUST00000163008.7,0
chr1,173766782,173767681,900,*,136.7963,0.9689135,0.3158761,3.067384,0.002159409,0.004822379,Promoter (<=1kb),1,173747293,173766919,19627,2,15951,ENSMUST00000111214.3,0
chr6,23838608,23839418,811,*,31.52658,1.926661,0.6281647,3.067128,0.002161265,0.004826283,Promoter (<=1kb),6,23262773,23839137,576365,2,320405,ENSMUST00000166458.8,0
chr12,115386530,115386982,453,*,36.83601,1.796416,0.5857639,3.066792,0.002163695,0.004831347,Exon (ENSMUST00000193799.1/ENSMUST00000193799.1, exon 1 of 2),12,115695720,115695794,75,2,102465205,ENSMUST00000184417.1,308812
chr6,48048378,48048800,423,*,105.9757,-1.04153,0.3396262,-3.066695,0.002164396,0.004832792,Promoter (<=1kb),6,48024205,48048911,24707,2,72306,ENSMUST00000095944.9,111
chr8,124294310,124294886,577,*,80.72555,1.198412,0.3908329,3.066303,0.002167233,0.004838404,Promoter (<=1kb),8,124295103,124323729,28627,1,108148,ENSMUST00000142547.1,-217
chr16,33755963,33756789,827,*,297.4638,-0.7390012,0.2411087,-3.065013,0.002176608,0.00485776,Promoter (<=1kb),16,33756523,33760858,4336,1,77446,ENSMUST00000146518.1,0
chr3,35973602,35973924,323,*,67.17231,-1.257319,0.4103155,-3.064273,0.002182,0.004869064,Promoter (2-3kb),3,35975193,35976587,1395,2,72039,ENSMUST00000197580.1,2663
chr18,39519582,39520118,537,*,39.03033,1.717654,0.5605909,3.064005,0.002183949,0.00487305,Promoter (<=1kb),18,39487128,39519421,32294,2,14815,ENSMUST00000237944.1,-161
chr5,33336038,33336320,283,*,64.19477,-1.42608,0.4657447,-3.061934,0.002199116,0.00490518,Promoter (<=1kb),5,33336185,33360403,24219,1,59003,ENSMUST00000202113.1,0
chr11,22512150,22513048,899,*,101.5061,1.084849,0.3543486,3.061531,0.00220208,0.004911181,Promoter (<=1kb),11,22512088,22519234,7147,1,103765,ENSMUST00000059319.7,62
chr2,94010343,94011193,851,*,430.8787,-0.6771185,0.2212221,-3.060808,0.002207406,0.004922445,Promoter (<=1kb),2,93980550,94010807,30258,2,69113,ENSMUST00000111240.7,0
chr3,146047652,146048285,634,*,63.26096,1.399332,0.4571976,3.060672,0.002208405,0.004924429,Promoter (<=1kb),3,146042781,146048437,5657,2,242253,ENSMUST00000161104.1,152
chr1,13374006,13374780,775,*,200.2848,-0.8242367,0.2693209,-3.060426,0.002210226,0.004928245,Promoter (<=1kb),1,13139159,13374083,234925,2,17978,ENSMUST00000068304.12,0
chr4,144765788,144766086,299,*,18.71476,2.633701,0.8606267,3.060213,0.002211795,0.004931128,Exon (ENSMUST00000104139.1/ENSMUST00000104139.1, exon 1 of 1),4,144777204,144786583,9380,2,329993,ENSMUST00000105746.2,20497
chr2,107290403,107290944,542,*,19.29991,2.641907,0.8634032,3.059876,0.002214285,0.004935698,Promoter (<=1kb),2,107290639,107298502,7864,1,16492,ENSMUST00000037012.2,0
chr8,72762182,72762633,452,*,57.80296,1.563879,0.5112159,3.059136,0.00221976,0.004947162,Promoter (<=1kb),8,72761880,72763874,1995,1,14065,ENSMUST00000058099.8,302
chr10,19933498,19934368,871,*,93.67681,1.141533,0.3731566,3.059126,0.002219836,0.004947207,Promoter (<=1kb),10,19934472,20142753,208282,1,26408,ENSMUST00000095806.9,-104
chr1,85272091,85272364,274,*,71.9599,-1.172792,0.3835285,-3.0579,0.002228941,0.004966265,Promoter (1-2kb),1,85246670,85270566,23897,2,620078,ENSMUST00000064341.8,-1525
chr3,63905182,63905703,522,*,44.52839,1.568908,0.5131717,3.057277,0.002233577,0.004976223,Exon (ENSMUST00000195036.1/ENSMUST00000195036.1, exon 1 of 1),3,63696731,63899472,202742,2,269437,ENSMUST00000177143.7,-5710
chr17,56476438,56476690,253,*,43.27204,1.708387,0.5589243,3.056563,0.002238904,0.004987097,Promoter (<=1kb),17,56412426,56476439,64014,2,19280,ENSMUST00000223859.1,0
chr7,63212325,63212790,466,*,21.58115,2.421564,0.7923945,3.056008,0.002243054,0.004995471,Promoter (<=1kb),7,63098692,63212513,113822,2,11441,ENSMUST00000032738.6,0
chr10,118883212,118883679,468,*,22.00056,2.381428,0.7793221,3.055769,0.00224484,0.004998951,Exon (ENSMUST00000220184.1/ENSMUST00000220184.1, exon 1 of 1),10,118860738,118870209,9472,2,69181,ENSMUST00000218477.1,-13003
chr11,79623044,79623484,441,*,80.25625,1.245693,0.4076997,3.055419,0.002247465,0.0050043,Promoter (<=1kb),11,79607079,79623163,16085,2,790912,ENSMUST00000145652.1,0
chr2,158667408,158667650,243,*,22.27216,2.400989,0.7859251,3.054985,0.002250719,0.005011297,Promoter (<=1kb),2,158667119,158766334,99216,1,228852,ENSMUST00000045503.10,289
chr14,52982918,52983293,376,*,33.06355,-1.678524,0.5494819,-3.054739,0.002252562,0.005015026,5' UTR,14,53032417,53039466,7050,2,102632039,ENSMUST00000199271.1,56173
chr4,103214424,103214939,516,*,97.62986,-1.065733,0.348967,-3.053965,0.002258387,0.005027369,Promoter (<=1kb),4,103170656,103214803,44148,2,242585,ENSMUST00000036195.12,0
chr17,83351586,83352014,429,*,55.66334,1.558785,0.5104257,3.053892,0.002258935,0.005028465,Promoter (<=1kb),17,83351215,83478167,126953,1,78798,ENSMUST00000234584.1,371
chr7,113206850,113207640,791,*,414.7204,0.726436,0.2379233,3.053236,0.00226388,0.005038219,Promoter (<=1kb),7,113207465,113314126,106662,1,11865,ENSMUST00000047321.8,0
chr1,170277006,170277600,595,*,69.37372,1.334299,0.4370456,3.052996,0.002265686,0.005041865,Promoter (<=1kb),1,170277320,170286769,9450,1,26904,ENSMUST00000179976.2,0
chr8,47243046,47243382,337,*,15.78875,3.02471,0.9907408,3.052978,0.002265827,0.005042052,Promoter (<=1kb),8,47193942,47242686,48745,2,71069,ENSMUST00000210153.1,-360
chr10,81580104,81581121,1018,*,128.0368,0.9866931,0.3232064,3.052827,0.002266965,0.005044335,Promoter (<=1kb),10,81580834,81586927,6094,1,21886,ENSMUST00000145878.1,0
chr16,16870521,16871466,946,*,482.0509,-0.6600496,0.2162439,-3.052339,0.002270659,0.005051172,Promoter (<=1kb),16,16870736,16885849,15114,1,21976,ENSMUST00000232080.1,0
chr2,59646865,59647470,606,*,55.40435,1.41574,0.4638294,3.052285,0.002271064,0.005051948,Promoter (<=1kb),2,59646811,59845717,198907,1,66860,ENSMUST00000139863.2,54
chr2,52176540,52176979,440,*,32.71558,1.944231,0.6369934,3.052199,0.002271711,0.005053137,Promoter (<=1kb),2,52137261,52176614,39354,2,17996,ENSMUST00000135200.1,0
chr7,70346170,70346621,452,*,17.13755,2.815755,0.9225926,3.052003,0.0022732,0.005056323,Distal Intergenic,7,70308943,70337852,28910,2,624549,ENSMUST00000207682.1,-8318
chr19,12904942,12905172,231,*,22.65942,-2.021881,0.6625018,-3.051887,0.002274076,0.005058146,Promoter (<=1kb),19,12905320,12906841,1522,1,433224,ENSMUST00000220222.1,-148
